,payment_id,payment_date,customer_id,employee_id,product_id
127,565375666,2021-12-06,6696199,278039,1VA01979HO
128,605051074,2020-10-27,2748391,1377,1VA01943BE
129,14420343,2021-06-23,7899258,141375,1VA01799XT
130,241184048,2023-06-21,950294,314327,1VA01811BE
131,848474267,2022-07-26,4871911,939492,1VA01793XT
132,852540622,2021-08-06,309075,314327,1VA02121XT
133,858582170,2023-01-18,226843,332853,1QU0038TR
134,792966315,2021-01-24,6016241,732201,1VA02105BE
135,696852445,2022-10-20,617180,249823,1VA01861CA
136,827425517,2022-11-11,4472010,526131,1VA1386NH
137,566599669,2023-06-22,3010121,577203,1VA02164HO
138,211300262,2023-02-10,252267,507038,1VA01912BE
139,923086032,2021-10-06,5688839,189311,1VA01948XT
140,127068530,2023-07-03,8578740,196876,1VA1426BE
141,599166346,2021-04-07,2371169,974253,1VA02056BE
142,596183042,2021-11-11,7045385,323285,1VA01910BE
143,630822896,2023-01-01,3220386,469480,1VA01988DE
144,165858777,2021-10-12,5245046,364756,1VA01912BE
145,590687127,2021-01-25,7463110,700722,1QU0039XL
146,219117100,2022-07-21,6830701,452330,1VA01581NA
147,910915864,2021-04-19,5402743,58371,1VA02131XT
148,329677871,2021-03-29,4668147,899666,1VA02050XL
149,563814015,2020-10-26,5039496,323285,2VA01708XT
150,181470174,2021-02-11,1804638,922549,1VA02174HO
151,951923806,2022-08-12,6090684,804465,1VA01910BE
152,512783115,2022-05-18,9574007,526642,1VA02067DE
153,376467175,2021-06-27,1717169,554879,1VA01943BE
154,488653237,2022-03-17,7897651,470004,3VALJ0035BE
155,866002373,2022-07-21,810744,707614,1VA2173HO
156,401511346,2021-01-26,4744823,993539,1VA01988DE
157,720454084,2021-08-13,8034855,199833,1VA01536XT
158,603199644,2021-12-20,2852266,784318,1VA01910BE
159,753601439,2022-03-10,571382,147602,1VA1774HO
160,545032503,2023-04-18,505137,800542,6VA1341DE
161,204290180,2021-12-01,2328754,267885,1VA01835HO
162,310857842,2021-03-23,602835,778748,1AO0179XT
163,573209670,2023-05-21,2377992,635134,1VA01818XT
164,297860017,2023-01-27,660296,378155,1VA01909DE
165,311642203,2023-02-13,9203972,68629,1VA01740XT
166,594035911,2021-12-07,5688839,378155,1VA01835HO
167,158996075,2021-10-02,2988258,700722,1VA01997XT
168,21565156,2020-11-11,6614581,962707,1AO0179XT
169,757018436,2021-08-18,6519279,735359,3VA1317BE
170,62942066,2021-03-28,7183269,155723,3VALJ0035BE
171,300519656,2023-06-05,5088295,432022,1VA01879TI
172,187619894,2020-08-16,5683184,876799,1VA02134TI
173,781787222,2023-04-11,7416739,170489,1VA02114HO
174,61618541,2023-05-23,3718839,646855,1VA02097DE
175,572455606,2022-11-04,1552818,479148,1VA02069XL
176,656763252,2021-03-15,2194826,655935,5VA775BE
177,342508572,2021-09-14,5912285,644528,1VA02056BE
178,886171169,2022-07-07,6614581,756892,4VA1386NA
179,433620980,2022-01-26,2371169,508185,9VA159TR
180,219385212,2021-08-23,1594407,879427,1VA1386NH
181,817732289,2020-08-26,1897163,756590,1VA02174HO
182,256251440,2021-09-10,9074747,110670,1VA01879TI
183,315900232,2021-02-12,3015047,876693,2VA01937XT
184,896543265,2020-09-09,5620504,472147,3VA1101DO
185,605397940,2021-10-30,7897651,99941,1VA01927XT
186,690396349,2021-11-13,7843297,832469,1VA01962TR
187,249182744,2021-05-16,8646324,756590,1VA01961XT
188,183108914,2022-06-09,2114208,871447,1VA01804XT
189,686345983,2023-04-16,7165957,859395,1VA01979HO
190,849757092,2023-06-14,3427701,804465,1VA01835HO
191,635172528,2022-09-30,4057777,170489,1VA02140XT
192,493852998,2021-12-08,2636711,560826,3VA1314BE
193,915935669,2022-10-20,8083156,966416,1VA02164HO
194,312023715,2021-03-10,5326025,985995,1VA02140XT
195,210260148,2022-12-29,5499547,332271,1VA01921VA
196,64222544,2022-11-23,9425245,141375,1VA02053XL
197,119080406,2021-09-28,810697,526642,7VA1311HO
198,96010456,2023-04-08,7477211,278039,1VA02010XL
199,168587129,2020-09-17,3999197,534688,1VA01984XL
200,985160695,2023-04-07,3134683,560826,1VA02033XT
201,959410669,2023-04-15,2628265,512033,1VA02067DE
202,222596004,2020-09-10,6182243,541152,1VA01740XT
203,457244438,2020-11-27,7211239,849343,1AK047DE
204,668196142,2023-03-01,7676361,132698,4VA640HO
205,210514833,2021-04-16,6996345,277506,1VA02131XT
206,394544251,2022-06-24,4757404,310936,1VA01799XT
207,122087248,2021-04-27,826016,710006,1VA01763HO
208,834020472,2022-05-04,1311692,323285,1VA01909DE
209,919669516,2022-06-30,5475173,489215,1VA01997XT
210,985943703,2022-01-18,676943,264213,1AO0184HO
211,319620982,2023-03-25,5268979,382407,1VA02097DE
212,84368714,2022-11-08,1164242,732201,1VA02072DE
213,40128234,2020-08-08,198574,655935,1VA01849HO
214,639726142,2021-11-25,5126951,547895,1VA1231DE
215,581151130,2020-09-11,7609540,635134,1VA02131XT
216,925142860,2023-04-01,5578037,508185,3VA759HO
217,691101456,2022-09-06,5578037,94011,1VA02122BE
218,853901427,2020-11-11,8288356,12870,1VA01899HO
219,372135850,2022-06-19,7866604,253131,1AO0172XT
220,395323838,2020-10-05,4452500,529826,1AO0172XT
221,651966449,2022-04-22,12679,919055,1VA01835HO
222,568348686,2021-10-15,4546404,476052,1AO0167TR
223,389515446,2022-03-14,9571755,316954,1VA02002XL
224,652928553,2020-11-19,3917936,554879,1VA1231DE
225,570431153,2021-01-08,3787009,966416,1VA01599DO
226,212380847,2021-04-02,3936301,249509,1VA01799XT
227,50756278,2023-04-10,1524900,939492,1VA02134TI
228,604943475,2020-12-03,3846873,94011,1VA01997XT
229,833378588,2023-02-08,8837775,141375,4VA985TR
230,124960211,2021-09-17,3368212,646855,1VA01536XT
231,337909893,2020-10-03,9924672,432022,1VA02155HO
232,163216915,2022-10-11,1541088,511819,1VA02142HO
233,957023781,2021-08-09,7899258,710006,1VA01997XT
234,553555821,2021-01-13,7378722,518759,1VA01979HO
235,700876119,2022-05-15,5685244,899666,5VA579HO
236,420418082,2020-12-11,6294710,974253,1VA01948XT
237,295965014,2021-11-27,9759649,974253,1VA02150DO
238,963774613,2023-07-02,9551151,939492,1VA02164HO
239,23653755,2020-11-28,5126951,285705,1VA01701BE
240,687626182,2021-06-28,9339408,515063,1VA01739DE
241,325920769,2022-02-10,5620504,275988,1VA02082XT
242,128154933,2021-05-25,4473368,155723,5VA775BE
243,935716327,2020-12-04,7259163,925557,9VA474DO
244,421424767,2022-07-24,826016,700722,6VA1341DE
245,721223899,2021-06-05,9626432,5535,1VA01979HO
246,454309214,2020-10-26,9042188,191174,1VA02139TI
247,650675864,2022-07-11,4452500,962707,1VA01739DE
248,256041155,2021-01-29,2852266,753785,1CV0067NA
249,594688848,2020-12-16,8023510,285705,1VA01961XT
250,749575533,2023-03-31,8775095,413993,1VA01910BE
251,54235439,2021-07-13,1861201,529826,1VA02072DE
252,426585842,2020-12-17,3086929,556230,1VA01927XT
253,759367811,2022-06-07,3131527,267885,4VA640HO
254,318964885,2022-11-19,660296,411524,1AO0184HO
255,714944350,2021-07-22,6087794,939492,1VA01657DE
256,382929482,2020-12-21,1637673,470004,1VA01986XL
257,928199023,2021-12-30,1979233,275015,4VA465XA
258,358905121,2023-05-05,3936301,383744,1VA01959XT
259,755183843,2021-02-07,9595955,876799,1VA01837D
260,566577964,2022-01-20,6649329,983175,4VA1386NA
261,521134004,2021-08-28,1928291,644637,1VA01127XT
262,97138910,2022-07-06,6373489,314327,2VA01582XL
263,279829868,2021-04-22,1543586,355286,1VA01849HO
264,888309259,2022-08-11,7756100,632667,1VA01617BE
265,683330713,2021-02-26,1182084,17211,3VA01679HO
266,819066871,2022-02-20,2740595,632667,1VA01846VA
267,483654234,2021-08-28,1311692,383744,1VA02067DE
268,242170338,2023-02-24,9651441,526131,1VA01739DE
269,36796336,2021-05-02,1886200,560826,2VA01797TR
270,769785134,2021-10-04,593875,334027,1VA02148HO
271,19569388,2021-01-16,3571914,105539,1AK047DE
272,617025645,2022-04-14,4926158,275988,1VA02071XT
273,506426203,2022-08-15,2320231,661397,1VA02092TR
274,70311070,2020-12-29,1300065,253131,1VA02130TR
275,428030798,2021-05-14,911738,45540,1VA02033XT
276,915117740,2023-01-06,6675122,735359,2VA01829XT
277,215005073,2022-08-13,7374477,673860,1VA01943BE
278,799438228,2022-05-16,243308,206254,7VA887XT
279,620942441,2021-02-28,9610177,917803,1VA02082XT
280,526010876,2022-06-17,6996345,996661,1VA02174HO
281,55591758,2021-05-07,2004864,242020,1VA01617BE
282,70986597,2020-07-11,4709803,921560,5VA874BE
283,856730155,2020-10-31,91315,985995,1VA2093DE
284,876464120,2020-11-18,4104278,849343,1VA02131XT
285,800094736,2022-02-06,526685,114237,5VA492DE
286,666691323,2022-04-26,12679,364756,1VA01984XL
287,216434317,2022-03-30,1131777,275015,1VA1231DE
288,554450286,2020-10-13,2201138,178580,1VA01986XL
289,830853599,2023-01-01,2129325,278658,1VA01986XL
290,339276753,2021-08-12,3365669,637443,3VA01829DO
291,736755658,2021-06-30,652958,547895,1VA01536XT
292,970349746,2021-10-31,4335887,530376,1VA02121XT
293,972530326,2022-12-10,9373260,771108,1VA01763HO
294,143100148,2023-06-21,8293650,316954,1VA01127XT
295,583165345,2020-11-19,9060363,275015,1VA02150DO
296,372547391,2021-01-10,6877402,695904,1VA02148HO
297,748728279,2020-08-20,7078855,267885,1VA01804DO
298,317222763,2022-07-07,2490105,917803,1VA01793XT
299,865030914,2020-12-16,2770943,434304,1VA01961XT
300,252909590,2022-10-12,1715393,879523,1VA02140XT
301,21373630,2022-11-14,990391,804465,3VA01679HO
302,411722445,2021-11-04,2527981,323285,1VA02134TI
303,833999904,2023-02-20,2570065,178580,1VA02022HO
304,464564119,2021-11-13,6761184,646855,1VA01959XT
305,99757675,2022-02-28,1637673,396125,7VA1311HO
306,948324726,2021-07-27,9923060,940326,1VA01599DO
307,601513962,2021-05-27,8108409,189311,1VA01844TR
308,523768406,2022-04-12,5584319,965832,1VA01655DO
309,619163726,2022-04-23,7099229,962707,1VA01844TR
310,744219442,2021-09-02,7797044,141375,1VA01927XT
311,64079863,2023-02-22,8646324,577203,1VA01890VA
312,321867283,2022-09-14,1548635,554879,1VA01657DE
313,53242416,2022-08-13,378850,378155,1VA02072DE
314,37911191,2022-05-19,9205816,710006,1QU0039XL
315,895165055,2021-02-22,7765037,742231,1VA01739DE
316,196971901,2020-07-21,2275085,939492,3VA474TI
317,256694756,2020-09-30,7046960,209163,1VA01892DE
318,527981133,2022-05-16,2275085,157085,1VA01792CA
319,284010752,2021-07-20,2194826,729744,1VA01705DO
320,296858853,2020-08-10,8104653,196876,9VA474DO
321,138965466,2020-09-12,5260698,771108,1VA01959XT
322,956951216,2022-09-25,206886,476052,1VA01811BE
323,190303353,2021-01-27,8464576,917803,1VA01705DO
324,710969471,2023-04-21,663835,469480,1VA02164HO
325,22235224,2021-12-22,9339408,939492,1VA02131XT
326,353286765,2023-01-07,2332512,310936,4VA465XA
327,300611879,2021-07-26,6019630,156893,1VA01705DO
328,160979430,2022-11-06,3220386,832469,1VA02071XT
329,962324634,2021-07-30,6770100,707614,1VA02142HO
330,975580384,2023-01-29,2840174,632667,6VA1341DE
331,749974370,2020-07-27,9755469,285705,1VA02134TI
332,383957920,2021-01-29,8835910,871447,1VA02069XL
333,582465737,2022-01-07,3491557,141375,1VA02155XT
334,715064772,2021-09-25,6690795,668855,1VA02131XT
335,784565459,2021-04-06,9074747,784318,1VA01779BE
336,798399638,2022-05-12,1938564,640413,3VA759HO
337,875532753,2020-09-16,8156645,210503,1AO0172XT
338,42948914,2021-11-08,7078855,430863,1VA1774HO
339,132867332,2022-12-31,1542113,753785,1VA01801HO
340,769754462,2021-11-28,4140922,673860,1CV0067NA
341,486386589,2021-09-20,7463110,209163,1VA01910BE
342,205286090,2023-02-28,8110463,196876,1VA02174HO
343,988112755,2023-06-01,6976495,242020,3VA1317BE
344,23097592,2021-03-20,8395778,29773,1VA01984XL
345,645911930,2023-03-28,6500871,512033,1VA01837D
346,743146114,2021-01-26,5499547,534688,1VA01979HO
347,193813915,2020-11-28,668613,117070,1VA02067DE
348,524789419,2022-10-31,2335758,899666,1VA01740XT
349,722748068,2022-07-21,6693367,372797,2VA01708XT
350,574669242,2022-01-09,2194826,310936,1VA01835HO
351,507154663,2020-12-04,7630354,742231,1VA01835HO
352,83337332,2020-09-17,1543586,732184,3VA1314BE
353,604553037,2023-06-23,4833991,993539,1VA01861CA
354,384323282,2021-08-27,6068543,696273,1VA02053XL
355,872718606,2022-07-23,9595955,965832,1VA01988DE
356,971798514,2021-05-05,6509179,919055,1QU0039XL
357,755584186,2020-07-09,3591449,778748,1VA02140XT
358,269083069,2022-09-21,4620800,411524,1VA02097DE
359,53976158,2020-12-25,1270952,879427,1VA01763HO
360,112673469,2023-03-27,1552818,919055,1VA02114HO
361,323109869,2021-10-08,1300065,196876,1VA01890VA
362,687163821,2021-10-15,895725,419271,1VA01910BE
363,820227666,2022-02-28,9456393,874623,2VA01667TI
364,547993079,2021-12-19,526044,694591,2VA01829XT
365,24199868,2022-08-16,1979233,884850,2VA01708XT
366,557770660,2021-09-17,5215730,374193,7VA887XT
367,833358608,2022-01-05,6166461,526131,1VA01921VA
368,799151543,2022-09-22,1387037,74748,1VA02149DO
369,347037182,2023-04-21,4115091,248128,1VA01536XT
370,856555220,2021-07-10,6185074,784318,1VA01740XT
371,94956934,2022-02-26,1101800,884850,1VA01851XL
372,455512439,2021-11-04,1526355,316954,1VA01962TR
373,427751497,2023-05-16,6178155,910927,2VA01937XT
374,799965748,2022-12-11,660225,248128,1VA01536XT
375,829482403,2021-12-08,6675122,565849,1VA01961HO
376,383474810,2021-12-20,3968610,876799,1VA01739DE
377,695032469,2020-08-23,483056,332271,2VA01829XT
378,732026727,2023-04-26,2031136,593341,1VA01849HO
379,75776907,2022-10-02,7899258,726628,1VA01892DE
380,694689139,2020-12-17,6389593,82057,1VA02105BE
381,951913789,2021-08-27,844234,191174,1VA02097DE
382,93491805,2021-12-04,6773598,511819,1VA01792CA
383,93891054,2021-08-21,6166461,640413,1VA02033XT
384,270718924,2022-12-19,9154900,331082,1AK047DE
385,473835484,2022-04-19,8648779,735359,1VA01701BE
386,59421589,2023-04-13,7463110,966416,1VA01912BE
387,585037100,2020-12-26,7626140,196876,1VA2173HO
388,763068017,2021-02-10,6809540,633708,1VA01837D
389,899008239,2022-06-20,9233851,155723,1VA02097DE
390,706565194,2020-10-17,6882504,267885,1VA1231DE
391,985814928,2022-08-01,2243960,267885,1VA02014TR
392,907459195,2020-07-11,4028131,432022,1VA02155HO
393,840425210,2022-02-22,366918,879427,1VA01910BE
394,335892849,2023-06-23,643091,866261,1VA02140XT
395,963424524,2022-06-08,6957409,962707,2VA01937XT
396,267781651,2023-05-09,2355825,849343,1VA01536XT
397,805085175,2023-06-30,3768539,191174,2VA01937XT
398,475074529,2021-07-28,1176439,518759,1VA02139TI
399,790780791,2021-09-30,3661827,530376,1VA01705DO
400,734052335,2022-02-14,9566892,332271,1VA01961XT
401,759053616,2023-05-15,5227959,302863,1VA02068TR
402,568557317,2022-01-20,9339408,472147,1VA02056BE
403,769119652,2022-07-04,614501,296808,1VA02038HO
404,432606562,2022-03-10,515500,974253,1VA02148HO
405,868684165,2023-06-21,3544986,871447,10VA218XA
406,269677447,2021-02-22,2312936,939492,1VA01599DO
407,3921449,2021-12-13,8219419,439373,1VA01892DE
408,458542641,2023-03-18,2375035,640413,1VA02038HO
409,917731116,2023-06-06,8003393,996661,1VA01792CA
410,599917573,2021-09-20,7623048,132698,1AO0172XT
411,147233405,2020-07-24,1906133,680716,1VA2093DE
412,996140400,2022-12-26,3591449,68629,6VA1341DE
413,826071915,2021-03-29,9456393,966416,4VA1386NA
414,433126333,2023-06-23,509856,253131,1VA01792CA
415,858759551,2021-01-25,2636711,593480,1VA02056BE
416,463820763,2021-02-28,7063720,413993,1VA02149XT
417,999923258,2022-08-19,4703217,511819,1VA02122BE
418,835151461,2021-03-06,6823477,29773,1VA02121XT
419,430067316,2022-08-24,2287966,592518,1VA01879TI
420,998776641,2020-10-13,7430700,832469,1VA1386NH
421,687036544,2021-09-22,830868,707614,1VA02105BE
422,928954344,2023-04-10,1719240,712375,1VA02067DE
423,650060255,2023-03-17,6469011,957271,1VA01984XL
424,511874520,2021-06-28,7221801,13388,1VA02164HO
425,674081574,2022-05-17,264311,866261,1VA02145TR
426,956672405,2022-02-10,6613680,899666,1VA02148HO
427,492174252,2023-06-13,7950158,637443,1VA01705DO
428,808324699,2022-05-04,1032959,40770,2VA01829XT
429,313145098,2022-07-09,8005808,680716,9VA296BE
430,687057546,2021-06-09,8828043,382445,1VA02130TR
431,25925427,2023-04-13,254440,45540,5VA579HO
432,119771133,2022-09-09,509856,469480,3VA759HO
433,127429935,2021-05-29,2063571,114237,1VA01986XL
434,519944079,2022-06-19,2606084,849343,1VA02050XL
435,430808996,2023-03-23,961888,275015,1VA02014TR
436,115257114,2023-01-29,2004864,905164,1CV0067NA
437,636062111,2022-07-06,7383047,592518,1VA2093DE
438,449356913,2022-03-30,9462744,879523,1VA01837D
439,265696622,2022-07-20,578283,255602,1VA02145TR
440,315231630,2022-11-24,6887452,99941,1VA01739DE
441,377819585,2021-10-01,2243960,565849,1VA01844TR
442,753201687,2023-05-24,4867792,512033,1VA02097DE
443,407768536,2022-09-26,3750775,114237,1VA02072DE
444,569704100,2022-08-13,7702240,966416,1VA01655DO
445,990173404,2023-07-01,6068543,742231,1VA02056BE
446,853572078,2020-10-31,5396204,917803,1VA02002XL
447,425710392,2022-10-16,1414991,278658,1VA02114HO
448,986359432,2021-08-24,8108409,939492,1VA02071XT
449,807493496,2021-05-14,8269214,191174,1VA02071XT
450,921849034,2021-09-27,4779112,577203,2VA01708XT
451,89836449,2023-01-09,2246566,275015,1VA02010XL
452,143757749,2021-11-21,4916891,249823,1VA02082XT
453,168481714,2021-04-26,6773598,756590,1VA02150DO
454,46361600,2022-10-25,9564129,302863,1VA01899HO
455,334506818,2023-03-08,9746261,419271,1VA02134TI
456,387603349,2021-01-21,8839421,983175,1VA02038HO
457,452308131,2022-12-09,1772282,526131,1VA01705DO
458,23149308,2022-05-13,3297183,470004,1VA01940XL
459,163802380,2022-11-03,5956703,277506,1VA01739DE
460,385357873,2022-12-03,703680,508185,1VA01855TI
461,501267318,2022-04-08,7390768,985995,1VA01899HO
462,389235982,2022-09-29,1928291,210503,3VALJ0035BE
463,253945860,2021-07-18,8884110,364756,1VA02149XT
464,888312734,2022-01-15,526685,335053,1VA01599DO
465,666902657,2023-03-11,7107348,680716,1VA1386NH
466,594949389,2022-01-11,196818,17211,1VA01793XT
467,272240213,2020-08-25,1134722,141375,1VA02120BE
468,146937670,2021-03-14,5479505,966416,1VA01818XT
469,837628271,2021-03-31,3487597,132698,1VA01763HO
470,426830600,2021-01-27,1052524,267885,1VA02149DO
471,482634864,2022-08-20,650219,439373,1VA01890VA
472,866399575,2021-06-28,2382067,644637,1VA02095XA
473,120824667,2021-02-11,3010121,695904,1VA02143HO
474,842927306,2023-05-05,6364776,4800,5VA874BE
475,471984714,2023-03-05,987180,94011,1VA01912BE
476,482302680,2022-03-07,2852266,302863,1VA01979HO
477,675370999,2021-09-12,4011088,784318,1VA1404DO
478,308446057,2021-09-22,5028630,271126,1VA1404DO
479,76391067,2022-06-14,1300065,570491,1VA01962TR
480,30607514,2021-05-04,9551151,732201,3VALJ0035BE
481,650232630,2022-07-22,3999197,694591,1VA01967VA
482,963889687,2022-08-05,9874811,4800,1VA01578TR
483,581361210,2020-07-31,839524,732201,1VA02053XL
484,540810346,2021-10-30,2685251,771108,1VA01928VA
485,553494730,2020-12-15,413224,732201,10VA218XA
486,887612179,2022-04-10,7947748,965832,1VA01835HO
487,580491201,2021-11-13,1763637,206254,1VA01948XT
488,74572840,2023-02-19,9205816,170489,1VA02092TR
489,484448911,2021-01-16,9558380,800542,5VA874BE
490,340038458,2022-08-27,5894439,278658,1VA02072DE
491,472261263,2023-02-02,1077971,508091,1VA01599DO
492,35337913,2023-05-17,8771905,508185,1VA1374XA
493,456607909,2022-10-08,7328795,508091,7VA887XT
494,166574595,2022-01-05,3028084,673860,1VA01948XT
495,240878093,2022-12-12,2721349,427333,1VA02082XT
496,16987592,2022-04-28,5912145,512682,1VA02139TI
497,732400251,2021-10-25,6688334,640413,1VA02105BE
498,143287929,2022-02-13,2109759,383744,1VA01581NA
499,796900212,2023-06-14,5619954,331082,1VA01701BE
500,997696673,2021-11-23,1808920,331082,1VA02069XL
501,971011333,2021-12-08,7044729,549277,1VA01617BE
